"name";"energy";"protein";"fat";"sacharid";"cholesterol";"vlaknina";"unit";"amount";"idgroup"
"Hovězí - Vitana";"370";"2.2";"5.9";"6.6";"null";"null";"ks";"1";"61"
"Nudlová se zelen.- Maggi";"260";"1.9";"0.8";"11.6";"null";"null";"ks";"1";"61"
"Rajská - Knorr";"290";"2";"0.9";"11.3";"null";"null";"ks";"1";"61"
"Rajská - Vitana";"300";"1.7";"1";"13.4";"null";"null";"ks";"1";"61"
"Rajská letní - Maggi";"290";"0.8";"1.6";"13.3";"null";"null";"ks";"1";"61"
"S játr. knedlíčky - Knorr";"300";"3.1";"1.8";"10.5";"null";"null";"ks";"1";"61"
"S mas. knedlíčky - Knorr";"280";"2.6";"2.4";"9.1";"null";"null";"ks";"1";"61"
"S šunk. knedlíčky - Maggi";"350";"2.9";"3.9";"9.2";"null";"null";"ks";"1";"61"
"Slepičí - Vitana";"310";"3.1";"2.2";"10.1";"null";"null";"ks";"1";"61"
"Instatní - porce 0.2 l";"null";"null";"null";"null";"null";"null";"ks";"1";"0"
"Česneková - Maggi";"190";"0.7";"2.3";"5.6";"null";"null";"ks";"200";"62"
"Česneková - Vitana";"280";"0.8";"3.4";"8.5";"null";"null";"ks";"200";"62"
"Francouzská - Maggi";"170";"1";"0.9";"7.6";"null";"null";"ks";"200";"62"
"Francouzská - Vitana";"170";"2.4";"0.2";"7.2";"null";"null";"ks";"200";"62"
"Gulášová - Knorr";"230";"1.5";"1.1";"9.5";"null";"null";"ks";"200";"62"
"Gulášová - Maggi";"200";"0.9";"2.6";"5";"null";"null";"ks";"200";"62"
"Gulášová - Vitana";"290";"1.3";"2.4";"10.6";"null";"null";"ks";"200";"62"
"Hovězí - Maggi";"150";"1";"0.8";"6";"null";"null";"ks";"200";"62"
"Hovězí - Vitana";"310";"2.5";"4";"6.7";"null";"null";"ks";"200";"62"
"Hovězí celestýnská - Knorr";"170";"0.8";"0.9";"7.3";"null";"null";"ks";"200";"62"
"Hrášková - Maggi";"370";"2.6";"4.1";"9.2";"null";"null";"ks";"200";"62"
"Hrášková - Vitana";"430";"4";"2.8";"15.2";"null";"null";"ks";"200";"62"
"Kuřecí - Vitana";"200";"2.3";"1.1";"7.2";"null";"null";"ks";"200";"62"
"Písmenková - Maggi";"190";"0.9";"0.9";"8.9";"null";"null";"ks";"200";"62"
"Rajská - Knorr";"260";"0.8";"2.2";"10.8";"null";"null";"ks";"200";"62"
"Rajská - Maggi";"340";"1.4";"1.4";"13.6";"null";"null";"ks";"200";"62"
"S játr. knedlíčky - Vitana";"190";"2.3";"1.6";"5.7";"null";"null";"ks";"200";"62"
"Slepičí - Knorr";"160";"1";"0.8";"6.8";"null";"null";"ks";"200";"62"
"Slepičí  - Maggi";"140";"0.9";"0.9";"6.1";"null";"null";"ks";"200";"62"
"Sýrová - Vitana";"320";"2.5";"2.7";"10.5";"null";"null";"ks";"200";"62"
"Tomatová s kukuřicí - Vitana";"300";"2.3";"1.8";"11.5";"null";"null";"ks";"200";"62"
"Vývar - Vitana";"400";"1.1";"2.2";"17.8";"null";"null";"ks";"200";"62"
"Žampionová - Knorr";"190";"0.7";"1.5";"8.1";"null";"null";"ks";"200";"62"
"Nudlová inspirace - průměr";"850";"5.1";"10.1";"24.8";"null";"null";"ks";"200";"62"
"Omáčková fantazie - průměr";"1500";"7.5";"17.3";"42";"null";"null";"ks";"200";"62"
"Sušené jídlo v kelímku - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Bramborová kaše se šunkou";"1420";"11.7";"2.5";"66.1";"null";"null";"g";"100";"63"
"Instantní nudlová polévka Lucky - kuřecí";"1960";"9.9";"21.6";"54.7";"null";"null";"g";"100";"63"
"Instantní ovesná kaše Expres";"1500";"7.7";"12.2";"52";"null";"null";"g";"100";"63"
"Kari rýže";"1420";"7";"3.4";"70";"null";"null";"g";"100";"63"
"Rychlé občerstvení - 1 porce";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"McDonald";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Big Mac";"1910";"24.2";"22.5";"39.1";"null";"null";"ks";"200";"100"
"Fish Mac";"1470";"15.5";"19.6";"28.5";"null";"null";"ks";"135";"100"
"Hamburger";"970";"13.6";"8.4";"24.8";"null";"null";"ks";"100";"100"
"Cheesburger";"1100";"16";"11.5";"24.2";"null";"null";"ks";"110";"100"
"Hranolky malé";"710";"2";"8";"21";"null";"null";"ks";"61";"100"
"Hranolky střední";"1060";"3";"12";"32";"null";"null";"ks";"92";"100"
"Hranolky velké";"1420";"4";"16";"43";"null";"null";"ks";"120";"100"
"Chicken McNuggets 4 ks";"800";"12";"11";"11";"null";"null";"ks";"76";"100"
"Chicken McNuggets 6 ks";"1200";"18";"16";"16";"null";"null";"ks";"114";"100"
"McChicken sendvič";"1690";"17";"19";"39";"null";"null";"ks";"165";"100"
"Jablečná taštička";"920";"2.2";"12";"25.8";"null";"null";"ks";"80";"100"
"Milkshake vanilka - porce 240 ml";"1170";"8.3";"7.4";"44";"null";"null";"ks";"330";"100"
"Zmrzlina kornout";"600";"4.4";"4.1";"21.9";"null";"null";"ks";"85";"100"
"Zahradní salát";"200";"1.73";"0.5";"8.9";"null";"null";"ks";"65";"100"
"Pizza - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Pizza se šunkou";"570";"5";"7";"12";"null";"null";"g";"100";"65"
"Pizza žampionová";"560";"2";"5";"20";"null";"null";"g";"100";"65"
"Ostatní - 1 porce";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Klobása s houskou - průměr";"2630";"24";"44";"31";"null";"null";"ks";"100";"66"
"Párek v rohlíku - průměr";"990";"10";"9";"25";"null";"null";"ks";"100";"66"
"Smažený hermelín";"2780";"23";"51";"25";"null";"null";"ks";"100";"66"
"Studené pokrmy - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Saláty - 100g";"null";"null";"null";"null";"null";"null";"null";"null";"0"
"Bramborový";"370";"2.5";"2";"15.5";"null";"null";"g";"100";"67"
"Bramborový s majonézou";"880";"1";"17";"12";"null";"null";"g";"100";"67"
"Hanácký";"620";"1";"10";"13";"null";"null";"g";"100";"67"
"Pochoutkový";"1420";"8";"33";"2";"null";"null";"g";"100";"67"
"Čočkový";"680";"6.4";"7.9";"17.2";"null";"null";"g";"100";"67"
"Rybí s majonézou";"1190";"21.3";"22.2";"1";"null";"null";"g";"100";"67"
"Sýrový holandský";"550";"22.5";"7.5";"0.9";"null";"null";"g";"100";"67"
"Vajíčkový";"830";"5.1";"17.6";"5.5";"null";"null";"g";"100";"67"
"Vlašský";"1040";"5.4";"21.7";"8.5";"null";"null";"g";"100";"67"
"Zeleninové saláty - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Mrkvový";"150";"1.1";"1.2";"6.1";"null";"null";"g";"100";"68"
"Okurkový s rajčaty";"130";"1";"1.2";"4.3";"null";"null";"g";"100";"68"
"Z kyselého zelí";"270";"1.3";"2.7";"9.2";"null";"null";"g";"100";"68"
"Chlebíčky - 1 kus";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"S pochoutkovým salátem";"780";"4.6";"12.7";"14.1";"null";"null";"ks";"70";"69"
"S vajíčkovým salátem";"490";"3.4";"5.4";"13.8";"null";"null";"ks";"70";"69"
"S vlašským salátem";"630";"4";"12.8";"6";"null";"null";"ks";"70";"69"
"Humrový";"570";"3.9";"7.7";"13.4";"null";"null";"ks";"70";"69"
"Lososový";"630";"5";"9.1";"12.6";"null";"null";"ks";"70";"69"
"Sardelový s očkem";"980";"3.8";"19.2";"12.1";"null";"null";"ks";"70";"69"
"S ruským vejcem";"910";"6.9";"14.9";"14.3";"null";"null";"ks";"70";"69"
"S tresčími játry";"780";"2.4";"13.6";"13.9";"null";"null";"ks";"70";"69"
"Studená kuchyně - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Ruské vejce";"1360";"8.7";"29";"7.8";"null";"null";"g";"100";"70"
"Šunkový závitek v aspiku";"820";"13.4";"13.5";"4.5";"null";"null";"g";"100";"70"
"Šunka s křenem";"1500";"25.4";"26.3";"1.4";"null";"null";"g";"100";"70"
"Tlačenka s cibulí";"1320";"18.2";"24.2";"8.6";"null";"null";"g";"100";"70"
"Vajíčková tlačenka";"960";"6.2";"22.1";"2.2";"null";"null";"g";"100";"70"
"Uzenáč";"490";"15.8";"5.9";"0.2";"null";"null";"g";"100";"70"
"Pochutiny. přísady. nízkoenergetické bílkovinné diety";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Pochutiny. přísady";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Bujon";"1380";"4";"17";"36";"null";"null";"g";"100";"72"
"Dijonnaise (Hellmans)";"2080";"1.4";"51";"9.1";"null";"null";"g";"100";"72"
"Dressing italský (Hellmans)";"2180";"1.7";"53";"9";"null";"null";"g";"100";"72"
"Droždí";"410";"10.6";"0.4";"13";"0";"null";"g";"100";"72"
"Horčice plnotučná";"520";"4.2";"6.1";"13";"0";"null";"g";"100";"72"
"Hotová jíška (Knorr)";"2390";"7";"40";"46";"null";"null";"g";"100";"72"
"Kečup";"430";"1.3";"0.1";"23.8";"0";"null";"g";"100";"72"
"Koření - průměr";"1600";"6";"7";"75";"0";"0";"g";"100";"72"
"Křen jablečný (Horlein)";"350";"1.1";"2.9";"13.1";"0";"null";"g";"100";"72"
"Ocet";"170";"0";"0";"3.5";"0";"0";"g";"100";"72"
"Sójová omáčka";"580";"19.9";"4.5";"4.5";"0";"0";"g";"100";"72"
"Sůl";"0";"0";"0";"0";"0";"0";"g";"100";"72"
"Worcester";"320";"1.4";"0.3";"17";"null";"0";"g";"100";"72"
"Zlatý bujon (Maggi) - 1 kostka";"90";"0.3";"1.2";"3.13";"null";"0";"g";"100";"72"
"Želatina";"1440";"85.6";"0.1";"0";"0";"0";"g";"100";"72"
"Citron Pressé. čístá přírodní citronová šťáva (Maja)";"25";"0";"0";"1.4";"0";"0";"g";"100";"72"
"Nízkoenergetické bílkovinné diety - 1 porce";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Redita koktejly - průměr";"520";"11.8";"1.2";"16.5";"null";"3";"g";"100";"73"
"Polévky - průměr";"480";"9.3";"1";"16.8";"null";"3";"g";"100";"73"
"Guareta tyčinka - 1 kus";"750";"12";"6";"19";"null";"6";"ks";"42";"73"
"Nápoje";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Sirupy";"null";"null";"null";"null";"null";"null";"null";"null";"0"
"Sirup ovocný průměr - 100 ml";"1150";"0";"0";"68";"0";"0";"ml";"100";"74"
"Sirup ovocný - 100 ml nápoj";"60";"0";"0";"3.5";"0";"0";"ml";"100";"74"
"Džusy ovocné a zeleninové - 100 ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Ananasová šťáva s vlákninou (Relax)";"180";"0";"0";"10.6";"0";"null";"ml";"100";"75"
"Broskev s vitam. C (Relax)";"120";"0.8";"0";"7";"0";"null";"ml";"100";"75"
"Cappy džus";"200";"0";"0";"11.8";"0";"null";"ml";"100";"75"
"Černý rybíz s jabl. (Relax)";"110";"0";"0";"6.5";"0";"null";"ml";"100";"75"
"Džus z černého rybízu";"240";"0.4";"0";"12.5";"0";"null";"ml";"100";"75"
"Džus z hroznového vína";"290";"0.2";"0";"17";"0";"null";"ml";"100";"75"
"Grapefruitový džus";"200";"0.5";"0";"10.1";"0";"null";"ml";"100";"75"
"Jablečný džus";"200";"0";"0";"11.8";"0";"null";"ml";"100";"75"
"Mrkvový džus";"90";"0.6";"0";"4.8";"0";"null";"ml";"100";"75"
"Multivitamin (100%) Pfanner";"230";"0.3";"0";"11.7";"0";"null";"ml";"100";"75"
"Multivatamin nektar";"200";"0.5";"0";"11";"0";"null";"ml";"100";"75"
"Pomerančový džus";"190";"0.7";"0";"9";"0";"null";"ml";"100";"75"
"Rajčatová šťáva (Relax)";"90";"0.3";"0";"5";"0";"null";"ml";"100";"75"
"Třešňový nápoj (12.5 % ovoce) Toma";"160";"0.1";"0";"9.2";"0";"null";"ml";"100";"75"
"Zeleninová šťáva";"70";"0";"0";"3";"0";"null";"ml";"100";"75"
"Limonády 100 ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Coca-cola";"180";"0";"0";"10.6";"0";"0";"ml";"100";"76"
"Fanta exotická";"220";"0";"0";"13";"0";"0";"ml";"100";"76"
"Fanta pomeranč. citron";"180";"0";"0";"10.6";"0";"0";"ml";"100";"76"
"Kofola";"140";"0";"0";"8.2";"0";"0";"ml";"100";"76"
"Ledový čaj s citronem";"130";"0.1";"0.1";"7";"0";"0";"ml";"100";"76"
"Mirinda průměr";"220";"0";"0";"13";"0";"0";"ml";"100";"76"
"Pepsi-cola";"200";"0";"0";"11.8";"0";"0";"ml";"100";"76"
"Sprite";"180";"0";"0";"10.6";"0";"0";"ml";"100";"76"
"Tonic";"160";"0";"0";"9.4";"0";"0";"ml";"100";"76"
"Minerálky slazené - 100 ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Hanácká kyselka";"60";"0";"0";"3.5";"0";"0";"ml";"100";"77"
"Poděbradka ochuc.. Mattoni s přích.. Dobrá voda ochuc.";"0";"0";"0";"5";"0";"0";"ml";"100";"77"
"Nekalorické nápoje - 100 ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Dobrá voda. Toma svěží. minerálky bez příchutí";"0";"0";"0";"0";"0";"0";"ml";"100";"0"
"Energetické nápoje - 100 ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Erektus";"160";"0";"0";"9.4";"0";"0";"ml";"100";"80"
"Isosprint";"160";"0";"0";"9.4";"0";"0";"ml";"100";"80"
"Red Bull. Semtex forte";"190";"0";"0";"11.2";"0";"0";"ml";"100";"80"
"Instantní suché - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Bikava sušená s cukrem";"1800";"13.7";"12.8";"66";"0";"0";"g";"100";"81"
"Capuccino - průměr";"1860";"9";"14";"70";"0";"0";"g";"100";"81"
"Cereální nápoj Breakfast drink";"1720";"4.3";"12.7";"69.5";"0";"null";"g";"100";"81"
"Čaje granulované slazené";"1500";"0";"0";"88.2";"0";"0";"g";"100";"81"
"Nesquick. Granko";"1510";"4.4";"2";"80";"0";"0";"g";"100";"81"
"Tang - průměr";"1500";"0.1";"0";"75";"0";"0";"g";"100";"81"
"Teplé nápoje - 100 ml";"null";"null";"null";"null";"null";"null";"ml";"null";"0"
"Čaj. káva bez mléka a cukru";"0";"0";"0";"0";"0";"0";"g";"100";"82"
"Bílá káva bez cukru";"110";"3.2";"1.8";"5.7";"0";"0";"ml";"100";"82"
"Bílá káva s 1 kostkou cukru";"160";"3.2";"1.8";"10.2";"0";"0";"ml";"100";"82"
"Kakao bez cukru";"230";"6.9";"4.5";"10.5";"0";"0";"ml";"100";"82"
"Kakao s 1 kostkou cukru";"280";"6.9";"4.5";"15";"0";"0";"ml";"100";"82"
"Nápoje s umělými sladidly - 100 ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Coca-cola light";"0";"0";"0";"0";"0";"0";"ml";"100";"83"
"L-carnitine Drink (ananas. limeta)";"20";"0.3";"0.1";"0.1";"0";"0";"ml";"100";"83"
"Sirupy light bez cukru";"0";"0";"0";"0";"0";"0";"ml";"100";"83"
"Wallmark senza cola. grep. pomeranč. citron";"0";"0";"0";"0";"0";"0";"ml";"100";"83"
"Poděbradka light";"0";"0";"0";"0";"0";"0";"ml";"100";"83"
"Ice tea instatní";"0";"0";"0";"0";"0";"0";"ml";"100";"83"
"Ideal light instatní";"15";"0";"0";"0";"0";"0";"ml";"100";"83"
"Multi Vitamin Catus inst. ";"0";"0";"0";"0";"0";"0";"ml";"100";"83"
"Alkoholické nápoje - 100 ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Pivo světlé 10";"130";"0.5";"0";"3";"0";"0";"ml";"100";"84"
"Pivo světlé 12";"140";"0.5";"0";"3";"0";"0";"ml";"100";"84"
"Pivo světlé 11";"220";"0.5";"0";"10.8";"0";"0";"ml";"100";"84"
"Pivo Dia";"130";"0.3";"0";"1.3";"0";"0";"ml";"100";"84"
"Pivo nealkoholické";"80";"0.4";"0";"5.4";"0";"0";"ml";"100";"84"
"Víno bílé suché";"220";"0.1";"0";"0.5";"0";"0";"ml";"100";"84"
"Víno bílé sladké";"320";"0.1";"0";"6";"0";"0";"ml";"100";"84"
"Víno červené";"0";"0";"0";"2.5";"0";"0";"ml";"100";"84"
"Víno portské";"670";"0";"0";"12";"0";"0";"ml";"100";"84"
"Šumivá vína";"0";"0";"0";"11";"0";"0";"ml";"100";"84"
"Vermut. Cinzano. Martini";"0";"0";"0";"16";"0";"0";"ml";"100";"84"
"Destiláty. lihoviny - 100 ml";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Whisky. koňak. vodka. rum. gin. fernet";"900";"0";"0";"0";"0";"null";"ml";"100";"88"
"Becherovka. griotka";"1200";"0";"0";"32";"0";"0";"ml";"100";"88"
"Vaječný koňak";"1400";"4.4";"0";"28";"250";"0";"ml";"100";"88"
"Sladkosti";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Sladidla 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Cukr bílý. hnědý";"1610";"0";"0";"95";"0";"0";"g";"100";"90"
"Cukr hrozn.. Glukopur";"1620";"0";"1.4";"97.1";"0";"0";"g";"100";"90"
"Fruktóza";"1680";"0";"0";"99";"0";"0";"g";"100";"90"
"Med";"1360";"0.3";"0";"81.8";"0";"0";"g";"100";"90"
"Aspartam. neotam";"1600";"0";"0";"97";"0";"0";"g";"100";"90"
"Irbis snowflake";"1700";"0";"0";"98.9";"0";"0";"g";"100";"90"
"Sorbit";"1000";"0";"0";"0";"0";"0";"g";"100";"90"
"Čokolády";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Bílá";"2320";"5.7";"33.6";"54.9";"2";"3";"g";"100";"91"
"Dietní";"2000";"6.4";"30.5";"43";"2";"3";"g";"100";"91"
"Geisha";"2300";"9";"35";"49";"2";"3";"g";"100";"91"
"Hořká - průměr";"2130";"5.6";"29.4";"55.7";"0";"14";"g";"100";"91"
"Jogurtová";"2230";"6.4";"31.7";"55.1";"2";"3";"g";"100";"91"
"Mléčná - průměr";"2300";"11";"37";"52";"2";"3";"g";"100";"91"
"Oříšková";"2310";"7.4";"36.1";"49.7";"2";"3";"g";"100";"91"
"Studentská pečeť ";"2030";"6.8";"28";"55.5";"2";"null";"g";"100";"91"
"Čokoládové tyčinky";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Deli - průměr";"1700";"3.1";"14.9";"73.5";"null";"null";"g";"100";"92"
"Ledové kaštany";"2390";"5.4";"39.8";"47.6";"null";"null";"g";"100";"92"
"Margot";"1980";"9.3";"24.1";"58.2";"null";"null";"g";"100";"92"
"Milena";"2320";"3.8";"35.5";"55.2";"null";"null";"g";"100";"92"
"Snikers, Mars, Twix";"2000";"4.6";"24.2";"64.3";"null";"null";"g";"100";"92"
"Sušenky";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"BeBe - průměr";"1920";"7.9";"13.3";"75.8";"null";"null";"g";"100";"93"
"BeBe dobré ráno";"1790";"7.2";"17.5";"59.6";"null";"null";"g";"100";"93"
"Delissa - průměr";"2210";"9.9";"29.4";"56";"null";"null";"g";"100";"93"
"Dezert zlaté piškoty";"1810";"4.1";"13.6";"73.3";"null";"null";"g";"100";"93"
"Disco";"1900";"5";"18.8";"64.8";"null";"null";"g";"100";"93"
"Fidorka - průměr";"2060";"4.3";"24.5";"65.9";"null";"null";"g";"100";"93"
"Horalky - průměr";"2180";"7.5";"30.3";"55";"null";"null";"g";"100";"93"
"Kolonáda - trojhránky";"2430";"5.7";"33.8";"63.6";"null";"null";"g";"100";"93"
"Lotus celozrnné";"2000";"5";"19";"71";"null";"null";"g";"100";"93"
"Mini Tatranky";"2280";"7.9";"31.1";"58.2";"null";"null";"g";"100";"93"
"Miňonky - průměr";"2210";"8.5";"28.1";"57.8";"null";"null";"g";"100";"93"
"Polomáčené sušenky";"1930";"6.7";"21";"66.2";"null";"null";"g";"100";"93"
"Sandwich - Orion";"2080";"6.3";"24.5";"62.9";"null";"null";"g";"100";"93"
"Tataranky - průměr";"2180";"7.1";"28.5";"59.1";"null";"null";"g";"100";"93"
"Vitalinea - průměr";"1690";"4.7";"5.8";"82.9";"null";"null";"g";"100";"93"
"Zlaté oplatky";"2270";"6";"27.3";"68.1";"null";"null";"g";"100";"93"
"Müsli tyčinky";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Bona vita - průměr";"1830";"6";"16";"67";"0";"4";"g";"100";"94"
"Bonavita - meruňka";"1460";"4.9";"9.5";"60.3";"0";"4";"g";"100";"94"
"Fly - linie - oříšková";"1340";"6.3";"9";"57.8";"0";"4";"g";"100";"94"
"Fly - ořech-karamel";"1740";"11.6";"19.6";"47.8";"0";"4";"g";"100";"94"
"Twiggy meruňková";"1460";"4.9";"9.5";"60.3";"0";"4";"g";"100";"94"
"Twiggy s mandlemi";"1830";"9.5";"21.9";"49.2";"0";"4";"g";"100";"94"
"Bonbony";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Bonpari";"1460";"0";"0";"92.5";"0";"0";"g";"100";"95"
"Bonpari - bez cukru";"970";"0";"0";"57";"0";"0";"g";"100";"95"
"Halls Centers. Vita C Halls";"1580";"0";"0";"93";"0";"0";"g";"100";"95"
"Hašlerky";"1450";"0";"0";"96.4";"0";"0";"g";"100";"95"
"Hašlerky - bez cukru";"1000";"0";"0";"59";"0";"0";"g";"100";"95"
"Lentilky";"1870";"3.6";"14.7";"75.9";"0";"0";"g";"100";"95"
"Žele - Jojo - medvídci. delfínci. žížaly";"1310";"6.7";"0";"70.5";"0";"0";"g";"100";"95"
"Bonboniéry";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Amarela - višně. likér. čokoláda";"1790";"4.2";"22";"59.6";"null";"null";"g";"100";"96"
"Čokoládové bonbony (Orient dez.. Maryša. Milena)";"2200";"7.4";"33.9";"51.3";"null";"null";"g";"100";"96"
"Fernet stock";"1870";"4.1";"22.1";"62.9";"null";"null";"g";"100";"96"
"Ferrero Roche";"2470";"7";"41";"49";"null";"null";"g";"100";"96"
"Rafaello";"2500";"10.3";"46.3";"36";"null";"null";"g";"100";"96"
"Různé sladkosti";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Bisquit perníkový Knuspi";"1800";"10.9";"16.9";"62.7";"null";"8";"g";"100";"97"
"Granko";"1600";"4.7";"3.5";"85";"0";"null";"g";"100";"97"
"Hotové linecké těsto";"1590";"5.4";"22";"40.4";"null";"null";"g";"100";"97"
"Hotové listové těsto";"1820";"4.5";"33";"28";"null";"null";"g";"100";"97"
"Kakaový prášek";"1500";"24";"12";"46.6";"0";"null";"g";"100";"97"
"Mandle v čokoládě";"2280";"8.9";"37.8";"43.5";"null";"null";"g";"100";"97"
"Marcipánová hmota";"2210";"8.8";"26.2";"64";"null";"null";"g";"100";"97"
"Nutela";"2230";"6.5";"31";"57";"0";"null";"g";"100";"97"
"Perníčky - Ruměnky";"1520";"5.1";"0.6";"85";"null";"null";"g";"100";"97"
"Perník v čokoládě - průměr";"1550";"5";"10";"70";"null";"null";"g";"100";"97"
"Piškoty";"1470";"9.2";"1.5";"74.2";"223";"null";"g";"100";"97"
"Turecký med";"1580";"0.1";"0";"91.8";"null";"null";"g";"100";"97"
"Žvýkačky bez cukru";"920";"0";"0";"55";"0";"0";"g";"100";"97"
"Žvýkačky s cukrem";"1340";"0";"0";"78";"0";"0";"g";"100";"97"
"Dia sladkosti";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Hořické trubičky celozrnné";"2240";"12";"37";"40";"null";"null";"g";"100";"98"
"Hořické trubičky dia";"2520";"8.8";"52";"23";"null";"null";"g";"100";"98"
"Kokosové trubičky bez cukru";"2250";"12";"37";"40";"null";"null";"g";"100";"98"
"Lázeňské bez přidan. cukru";"2200";"4.2";"28.6";"62.8";"null";"null";"g";"100";"98"
"Oplatkové trojhr. bez tuku";"1510";"8";"6";"67.5";"null";"null";"g";"100";"98"
"Oplatkové trojhr. štíhlá linie";"1640";"3";"2.5";"90";"null";"null";"g";"100";"98"
"Oplatky Via kakaové ";"1900";"6.5";"21";"65.2";"null";"null";"g";"100";"98"
"Zákusky";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Ananasový řez s másl. krémem - 80 g";"920";"2";"10";"30";"null";"null";"ks";"80";"99"
"Cukrářská kobliha - 50 g";"750";"3";"8";"23";"null";"null";"ks";"50";"99"
"Dort s krém. polevou - 50 g";"840";"3";"12";"18";"null";"null";"ks";"50";"99"
"Indiánek - 40 g";"700";"2";"11";"14";"null";"null";"ks";"40";"99"
"Karamelový větrník - 80 g";"1050";"3";"14";"26";"null";"null";"ks";"80";"99"
"Kávová rolka s krémem - 50 g";"750";"2";"11";"17";"null";"null";"ks";"50";"99"
"Kokoska plněná - 60 g";"1090";"2";"15";"28";"null";"null";"ks";"60";"99"
"Kokosová roláda s máslovým krémem - 50 g";"750";"2";"9";"21";"null";"null";"ks";"50";"99"
"Koláč cukrářský tvarohový - 40 g";"540";"4";"5";"17";"null";"null";"ks";"40";"99"
"Koňaková špička - 40 g";"670";"1.6";"9";"17";"null";"null";"ks";"40";"99"
"Košíček linecký s ovocem a máslovým krémem - 60 g";"610";"1";"6";"21";"null";"null";"ks";"60";"99"
"Kremrole - 50 g";"630";"2";"9";"16";"null";"null";"ks";"50";"99"
"Laskonka - 40 g";"300";"1";"3";"10";"null";"null";"ks";"40";"99"
"Ořechový dort s vanilkovým krémem - 50 g";"790";"3";"13";"14";"null";"null";"ks";"50";"99"
"Ovocný piškotový řez - 70 g";"580";"1";"1";"30";"null";"null";"ks";"70";"99"
"Ovocný řez máslový - 50 g";"670";"2";"8";"20";"null";"null";"ks";"50";"99"
"Pařížský dort - 40 g";"540";"3";"7";"13";"null";"null";"ks";"40";"99"
"Punčová kostka - 50 g";"740";"0.7";"0.4";"42";"null";"null";"ks";"50";"99"
"Štafetka - 50 g";"770";"3";"10";"20";"null";"null";"ks";"50";"99"
"Žloutkový věneček s krémem - 40 g";"460";"1";"5";"14";"null";"null";"ks";"40";"99"
